keyword,volume,cpc,competition,position,source,competitor,keyword_difficulty
amazon prime,24900000,0.019999999552965164,0.14000000059604645,31,competitor,justwatch.com,68
hulu,5000000,3.7200000286102295,0.07000000029802322,68,competitor,justwatch.com,72
peacock streaming service,5000000,0.9399999976158142,0,36,competitor,justwatch.com,46
youtube.tv,5000000,0.46000000834465027,0.11999999731779099,69,competitor,justwatch.com,55
disneyplus,4090000,0.5099999904632568,0.23999999463558197,13,competitor,justwatch.com,82
peacock,4090000,0.20000000298023224,0.14000000059604645,24,competitor,justwatch.com,61
warrior,4090000,2.3299999237060547,0,64,competitor,justwatch.com,69
prime videos,3350000,0.20000000298023224,0.1599999964237213,13,competitor,justwatch.com,90
streaming service,3350000,5.769999980926514,0.009999999776482582,30,competitor,justwatch.com,100
streaming services,3350000,5.769999980926514,0.009999999776482582,37,competitor,justwatch.com,100
amazon prime video,2740000,0.12999999523162842,0.14000000059604645,21,competitor,justwatch.com,82
amazon video prime video,2740000,0.12999999523162842,0.14000000059604645,26,competitor,justwatch.com,58
hbo max,2740000,0.1599999964237213,0.18000000715255737,51,competitor,justwatch.com,93
hulu streaming,2740000,2.2100000381469727,0,56,competitor,justwatch.com,71
tubi,2740000,0.8999999761581421,0.019999999552965164,16,competitor,justwatch.com,58
crunchyroll,2240000,0.12999999523162842,0.20000000298023224,34,competitor,justwatch.com,67
apple t v,1830000,0.44999998807907104,0.20000000298023224,60,competitor,justwatch.com,80
apple tv,1830000,0.44999998807907104,0.20000000298023224,62,competitor,justwatch.com,100
arrival,1830000,0.7799999713897705,0.05999999865889549,36,competitor,justwatch.com,53
arrival 2016,1830000,0.7799999713897705,0.05999999865889549,56,competitor,justwatch.com,53
arrival film,1830000,0.7799999713897705,0.05999999865889549,40,competitor,justwatch.com,46
arrival movie,1830000,0.7799999713897705,0.05999999865889549,42,competitor,justwatch.com,46
netflix streaming,1830000,2.930000066757202,0,15,competitor,justwatch.com,100
28 years later movie,1500000,0.8999999761581421,0,47,competitor,justwatch.com,32
adam sandler,1500000,1.2000000476837158,0,33,competitor,justwatch.com,58
amazon prime video streaming,1500000,0.2199999988079071,0,27,competitor,justwatch.com,82
amazon video streaming,1500000,0.2199999988079071,0,17,competitor,justwatch.com,48
fubo,1500000,0.6499999761581421,0.17000000178813934,56,competitor,justwatch.com,74
fubo tv,1500000,0.6499999761581421,0.17000000178813934,30,competitor,justwatch.com,73
fubo.tv,1500000,0.6499999761581421,0.17000000178813934,66,competitor,justwatch.com,73
fubotv,1500000,0.6499999761581421,0.17000000178813934,49,competitor,justwatch.com,76
lifetime,1500000,1.25,0.07999999821186066,99,competitor,justwatch.com,62
netflix streaming service,1500000,3.8399999141693115,0,16,competitor,justwatch.com,87
stranger things season 5,1500000,0.3199999928474426,0,38,competitor,justwatch.com,56
the pitt,1500000,1.5399999618530273,0,68,competitor,justwatch.com,59
the pitts,1500000,1.5399999618530273,0,65,competitor,justwatch.com,34
thunderbolt,1500000,1,0.019999999552965164,63,competitor,justwatch.com,68
twin peaks tv show,1500000,0.23999999463558197,0.029999999329447746,42,competitor,justwatch.com,38
f1 movie,1220000,3.950000047683716,0.029999999329447746,53,competitor,justwatch.com,59
fandango,1220000,0.27000001072883606,0.2199999988079071,30,competitor,justwatch.com,53
hbo,1220000,0.09000000357627869,0.1599999964237213,21,competitor,justwatch.com,88
pluto tv,1220000,0.10000000149011612,0.20999999344348907,16,competitor,justwatch.com,37
the housemaid,1220000,2.059999942779541,0.05000000074505806,44,competitor,justwatch.com,42
the housemaid film,1220000,2.059999942779541,0.05000000074505806,38,competitor,justwatch.com,28
the housemaid korean,1220000,2.059999942779541,0.05000000074505806,43,competitor,justwatch.com,11
thelastofus,1220000,0.4099999964237213,0.009999999776482582,61,competitor,justwatch.com,77
weapons movies,1220000,1.059999942779541,0,40,competitor,justwatch.com,48
what to watch,1220000,1.3899999856948853,0.07000000029802322,45,competitor,justwatch.com,21
whites,1220000,0.30000001192092896,0,22,competitor,justwatch.com,10
anatomy grey,1000000,2.6500000953674316,0,46,competitor,justwatch.com,64
anatomy greys,1000000,2.6500000953674316,0,75,competitor,justwatch.com,65
angel,1000000,2.200000047683716,0.029999999329447746,59,competitor,justwatch.com,63
christmases,1000000,1.3700000047683716,0.05000000074505806,69,competitor,justwatch.com,24
crunchyroll anime streaming service,1000000,,0,63,competitor,justwatch.com,27
films out now,1000000,0.6100000143051147,0.11999999731779099,48,competitor,justwatch.com,63
five nights at freddy's 2,1000000,0.28999999165534973,0.009999999776482582,47,competitor,justwatch.com,58
game of thrones show,1000000,3.6100001335144043,0,42,competitor,justwatch.com,69
games of throne,1000000,3.6100001335144043,0,62,competitor,justwatch.com,68
grey anatomy,1000000,2.6500000953674316,0,51,competitor,justwatch.com,65
grey's anatomy,1000000,2.6500000953674316,0,44,competitor,justwatch.com,65
hbo max streaming service,1000000,1.9600000381469727,0,40,competitor,justwatch.com,63
iflixter,1000000,3.0999999046325684,0,5,competitor,justwatch.com,22
movie the rookie,1000000,5.199999809265137,0.009999999776482582,21,competitor,justwatch.com,26
movies thats out,1000000,0.6100000143051147,0.11999999731779099,77,competitor,justwatch.com,57
myflixer,1000000,3.0999999046325684,0,56,competitor,justwatch.com,4
new york yankees baseball games,1000000,1.2899999618530273,0.20999999344348907,93,competitor,justwatch.com,58
po r,1000000,0.6200000047683716,0,23,competitor,justwatch.com,20
rookie the movie,1000000,5.199999809265137,0.009999999776482582,32,competitor,justwatch.com,23
showtime films,1000000,0.25,0.05999999865889549,17,competitor,justwatch.com,3
showtime movies,1000000,0.25,0.05999999865889549,54,competitor,justwatch.com,39
south park tv shows,1000000,4.150000095367432,0.019999999552965164,41,competitor,justwatch.com,63
spies,1000000,7.760000228881836,0.009999999776482582,88,competitor,justwatch.com,15
the rookie baseball movie,1000000,5.199999809265137,0.009999999776482582,32,competitor,justwatch.com,20
the rookies,1000000,5.199999809265137,0.009999999776482582,38,competitor,justwatch.com,48
tv show dexter,1000000,1.2400000095367432,0,34,competitor,justwatch.com,56
yellowjackets,1000000,1,0.009999999776482582,49,competitor,justwatch.com,65
28 days later 2002,823000,0.10999999940395355,0,23,competitor,justwatch.com,37
28 days later film,823000,0.10999999940395355,0,20,competitor,justwatch.com,41
28 days later films,823000,0.10999999940395355,0,35,competitor,justwatch.com,44
28 days later movie,823000,0.10999999940395355,0,20,competitor,justwatch.com,44
28 days later movies,823000,0.10999999940395355,0,33,competitor,justwatch.com,55
actor ryan reynolds,823000,0.029999999329447746,0,64,competitor,justwatch.com,63
adam sandler movies,823000,0.05000000074505806,0.009999999776482582,25,competitor,justwatch.com,30
amazon video subscribe,823000,0.3400000035762787,0,87,competitor,justwatch.com,57
chicago cubs games today,823000,1.149999976158142,0.019999999552965164,86,competitor,justwatch.com,37
chinatown,823000,0.49000000953674316,0.07999999821186066,35,competitor,justwatch.com,53
cubs games today,823000,1.149999976158142,0.019999999552965164,76,competitor,justwatch.com,32
cubs today's game,823000,1.149999976158142,0.019999999552965164,98,competitor,justwatch.com,49
euphoria,823000,3.140000104904175,0,40,competitor,justwatch.com,69
film now you see me,823000,1.600000023841858,0,52,competitor,justwatch.com,45
friends #tv series,823000,3.319999933242798,0,103,competitor,justwatch.com,66
friends the series,823000,3.319999933242798,0,50,competitor,justwatch.com,65
movie 28 days later,823000,0.10999999940395355,0,22,competitor,justwatch.com,28
movie new film,823000,1.100000023841858,0.10999999940395355,80,competitor,justwatch.com,80
movie new movies,823000,1.100000023841858,0.10999999940395355,30,competitor,justwatch.com,65
movie now i see you,823000,1.600000023841858,0,67,competitor,justwatch.com,43
movie now you see me,823000,1.600000023841858,0,55,competitor,justwatch.com,26
movie with netflix,823000,0.5,0.07000000029802322,62,competitor,justwatch.com,48
movies by netflix,823000,0.5,0.07000000029802322,11,competitor,justwatch.com,58
movies from netflix,823000,0.5,0.07000000029802322,27,competitor,justwatch.com,26
movies new film,823000,1.100000023841858,0.10999999940395355,97,competitor,justwatch.com,61
movies with adam sandler,823000,0.05000000074505806,0.009999999776482582,44,competitor,justwatch.com,28
moviesda new movie,823000,1.100000023841858,0.10999999940395355,79,competitor,justwatch.com,65
netflix movie,823000,0.5,0.07000000029802322,19,competitor,justwatch.com,37
netflix movies,823000,0.5,0.07000000029802322,22,competitor,justwatch.com,58
new movie,823000,1.100000023841858,0.10999999940395355,37,competitor,justwatch.com,66
new movies,823000,1.100000023841858,0.10999999940395355,43,competitor,justwatch.com,42
now movies,823000,1.100000023841858,0.10999999940395355,5,competitor,justwatch.com,37
now you see me the movie,823000,1.600000023841858,0,51,competitor,justwatch.com,47
patriot games movie,823000,2.950000047683716,0,19,competitor,justwatch.com,27
patriot games the movie,823000,2.950000047683716,0,16,competitor,justwatch.com,26
scar movie,823000,1.3899999856948853,0.009999999776482582,18,competitor,justwatch.com,16
scary movie,823000,1.3899999856948853,0.009999999776482582,31,competitor,justwatch.com,27
scary movie scary,823000,1.3899999856948853,0.009999999776482582,86,competitor,justwatch.com,31
the longest walk,823000,0.9399999976158142,0,32,competitor,justwatch.com,43
today's cubs game,823000,1.149999976158142,0.019999999552965164,62,competitor,justwatch.com,46
tubi free movie,823000,1.7000000476837158,0,4,competitor,justwatch.com,43
tubi free movies,823000,1.7000000476837158,0,16,competitor,justwatch.com,30
you now see me,823000,1.600000023841858,0,39,competitor,justwatch.com,45
alexandra anna daddario,673000,0.7599999904632568,0,50,competitor,justwatch.com,48
alien earth,673000,3.5,0.009999999776482582,49,competitor,justwatch.com,42
alien: earth,673000,3.5,0.009999999776482582,33,competitor,justwatch.com,42
aliens earth,673000,3.5,0.009999999776482582,40,competitor,justwatch.com,42
baseball games rays,673000,1.8299999237060547,0.09000000357627869,61,competitor,justwatch.com,26
beast in me,673000,0.05999999865889549,0,41,competitor,justwatch.com,26
bill skarsgård,673000,,0,35,competitor,justwatch.com,42
brandon sklenar,673000,0.019999999552965164,0,37,competitor,justwatch.com,17
breaking bad serial,673000,0.41999998688697815,0,30,competitor,justwatch.com,60
breaking bad: the series,673000,0.41999998688697815,0,62,competitor,justwatch.com,36
chatom tatum,673000,0.009999999776482582,0,50,competitor,justwatch.com,66
elle fanning,673000,,0,29,competitor,justwatch.com,33
elle fanning acting,673000,,0,22,competitor,justwatch.com,26
elle fanning actress,673000,,0,47,competitor,justwatch.com,34
fallout serie,673000,0.8700000047683716,0,53,competitor,justwatch.com,61
fallout''-serie,673000,0.8700000047683716,0,43,competitor,justwatch.com,70
final destination bloodlines,673000,1.9100000858306885,0,33,competitor,justwatch.com,52
ghost,673000,0.8500000238418579,0.05999999865889549,35,competitor,justwatch.com,69
guardians of the galaxy movies,673000,0.8299999833106995,0.009999999776482582,28,competitor,justwatch.com,18
hardy tom,673000,0.029999999329447746,0,51,competitor,justwatch.com,48
hdtoday,673000,,0,32,competitor,justwatch.com,0
his and her,673000,10.829999923706055,0.029999999329447746,49,competitor,justwatch.com,19
his and hers,673000,10.829999923706055,0.029999999329447746,79,competitor,justwatch.com,32
jujutsu kaisen,673000,1.1200000047683716,0.029999999329447746,32,competitor,justwatch.com,62
la a land,673000,0.8799999952316284,0.019999999552965164,52,competitor,justwatch.com,60
movie the conjuring,673000,2.9200000762939453,0,34,competitor,justwatch.com,55
movies minions,673000,0.14000000059604645,0.30000001192092896,28,competitor,justwatch.com,21
n y yankee game today,673000,1.4900000095367432,0.019999999552965164,48,competitor,justwatch.com,49
nosferatu films,673000,0.5,0.03999999910593033,11,competitor,justwatch.com,18
serial breaking bad,673000,0.41999998688697815,0,15,competitor,justwatch.com,51
serie breaking bad,673000,0.41999998688697815,0,31,competitor,justwatch.com,60
series breaking bad,673000,0.4699999988079071,0,35,competitor,justwatch.com,60
shameless,673000,1.0700000524520874,0,34,competitor,justwatch.com,55
snapped,673000,4.050000190734863,0.07000000029802322,20,competitor,justwatch.com,26
solo leveling,673000,5.309999942779541,0.03999999910593033,41,competitor,justwatch.com,51
solo levelling,673000,5.309999942779541,0.03999999910593033,57,competitor,justwatch.com,65
the beast in me,673000,0.05999999865889549,0,32,competitor,justwatch.com,22
the smashing machine,673000,0.20000000298023224,0,30,competitor,justwatch.com,38
the smashing machine documentary,673000,0.20000000298023224,0,54,competitor,justwatch.com,20
the smashing machine movie,673000,0.20000000298023224,0,34,competitor,justwatch.com,30
actor butler,550000,1.3700000047683716,0,84,competitor,justwatch.com,69
america's dream,550000,0.3700000047683716,0.1899999976158142,18,competitor,justwatch.com,13
american dreams,550000,0.3700000047683716,0.1899999976158142,30,competitor,justwatch.com,17
bee free movies,550000,1.600000023841858,0.10999999940395355,34,competitor,justwatch.com,16
elf,550000,1.1699999570846558,0.4699999988079071,34,competitor,justwatch.com,47
fallout season 2,550000,0.20999999344348907,0,30,competitor,justwatch.com,43
fbi's,550000,4.300000190734863,0.05000000074505806,80,competitor,justwatch.com,94
film notebook,550000,2.2699999809265137,0.009999999776482582,47,competitor,justwatch.com,32
free movie,550000,1.600000023841858,0.10999999940395355,8,competitor,justwatch.com,31
free movies,550000,1.600000023841858,0.10999999940395355,8,competitor,justwatch.com,22
get it out movie,550000,4.070000171661377,0,34,competitor,justwatch.com,39
get out english movie,550000,4.070000171661377,0,21,competitor,justwatch.com,63
get out movie movie,550000,4.070000171661377,0,33,competitor,justwatch.com,64
gsw games,550000,1.649999976158142,0.07000000029802322,58,competitor,justwatch.com,58
hbo max subscription,550000,0.699999988079071,0.03999999910593033,56,competitor,justwatch.com,36
jamie campbell bower acting,550000,0.25,0,14,competitor,justwatch.com,17
knife out,550000,0.25,0,57,competitor,justwatch.com,54
knife outs,550000,0.25,0,42,competitor,justwatch.com,54
knives out,550000,0.25,0,21,competitor,justwatch.com,50
landman season 2,550000,0.8899999856948853,0.019999999552965164,38,competitor,justwatch.com,31
megamind the movie,550000,0.05000000074505806,0.05000000074505806,31,competitor,justwatch.com,44
modern family series,550000,3.5199999809265137,0.009999999776482582,31,competitor,justwatch.com,43
movie john wick,550000,2.740000009536743,0,35,competitor,justwatch.com,70
movie megamind,550000,0.05000000074505806,0.05000000074505806,37,competitor,justwatch.com,44
movie notebook,550000,2.2699999809265137,0.009999999776482582,79,competitor,justwatch.com,35
movie ten things i hate about you,550000,1.8299999237060547,0,63,competitor,justwatch.com,30
movie twister,550000,0.27000001072883606,0.019999999552965164,36,competitor,justwatch.com,31
napoleon dynamite movie,550000,0.2199999988079071,0.009999999776482582,42,competitor,justwatch.com,32
pbs,550000,2.369999885559082,0.05999999865889549,38,competitor,justwatch.com,100
real madrid soccer schedule,550000,2.4100000858306885,0,54,competitor,justwatch.com,19
righteous gemstones,550000,3.5199999809265137,0.009999999776482582,27,competitor,justwatch.com,34
seattle seahawks vs colts,550000,,0,78,competitor,justwatch.com,0
sirens,550000,0.3100000023841858,0,25,competitor,justwatch.com,65
soccer schedule real madrid,550000,2.4100000858306885,0,83,competitor,justwatch.com,26
streaming subscription,550000,4.889999866485596,0,32,competitor,justwatch.com,83
streaming subscription services,550000,4.889999866485596,0,59,competitor,justwatch.com,71
streaming tv subscription services,550000,4.889999866485596,0,47,competitor,justwatch.com,94
subscription streaming services,550000,4.889999866485596,0,33,competitor,justwatch.com,100
suits,550000,1.600000023841858,0.7900000214576721,51,competitor,justwatch.com,50
super/natural,550000,3.930000066757202,0,23,competitor,justwatch.com,55
supernatural,550000,3.930000066757202,0,40,competitor,justwatch.com,58
the accountant 2 movies,550000,0.07000000029802322,0,18,competitor,justwatch.com,25
titan,550000,4.119999885559082,0.05000000074505806,44,competitor,justwatch.com,81
twister 1996 movie,550000,0.27000001072883606,0.019999999552965164,55,competitor,justwatch.com,26
watchbr,550000,1.3600000143051147,0.7900000214576721,50,competitor,justwatch.com,20
watched,550000,1.3600000143051147,0.7900000214576721,20,competitor,justwatch.com,7
watching,550000,1.3600000143051147,0.7900000214576721,8,competitor,justwatch.com,39
wednesday season 2,550000,0.4000000059604645,0,48,competitor,justwatch.com,47
28 weeks later,450000,1.6299999952316284,0,36,competitor,justwatch.com,41
28 weeks later movie,450000,1.6299999952316284,0,32,competitor,justwatch.com,44
a knight of seven kingdoms,450000,0.6700000166893005,0.03999999910593033,33,competitor,justwatch.com,39
a knight of the seven kingdoms,450000,0.6700000166893005,0.03999999910593033,78,competitor,justwatch.com,51
actor brendan fraser,450000,0.029999999329447746,0,76,competitor,justwatch.com,45
actor sam rockwell,450000,,0,54,competitor,justwatch.com,25
actor will poulter,450000,,0,50,competitor,justwatch.com,31
alvinnn and the chipmunks,450000,0.17000000178813934,0.019999999552965164,23,competitor,justwatch.com,16
andor,450000,2.3299999237060547,0,29,competitor,justwatch.com,62
animation ballerina,450000,0.7099999785423279,0.019999999552965164,31,competitor,justwatch.com,32
avatar 2,450000,0.800000011920929,0.05000000074505806,63,competitor,justwatch.com,48
back t o the future,450000,4.529999732971191,0.019999999552965164,29,competitor,justwatch.com,68
ballerina leap movie,450000,0.7099999785423279,0.019999999552965164,28,competitor,justwatch.com,16
ballerina movie leap,450000,0.7099999785423279,0.019999999552965164,30,competitor,justwatch.com,17
black mirror,450000,1.340000033378601,0.03999999910593033,33,competitor,justwatch.com,67
brendan fraser and,450000,0.029999999329447746,0,42,competitor,justwatch.com,45
broad back mountain,450000,0.20000000298023224,0.009999999776482582,70,competitor,justwatch.com,19
country for no old men,450000,0.27000001072883606,0,40,competitor,justwatch.com,53
criminal minds serie,450000,3.309999942779541,0.009999999776482582,43,competitor,justwatch.com,42
demon slayer: infinity castle,450000,4.570000171661377,0.07000000029802322,28,competitor,justwatch.com,45
denzel washington movie,450000,0.05000000074505806,0.009999999776482582,55,competitor,justwatch.com,67
denzel washington movies,450000,0.05000000074505806,0.009999999776482582,38,competitor,justwatch.com,35
dogman,450000,0.25,0.25,48,competitor,justwatch.com,43
duhamel,450000,0.03999999910593033,0,50,competitor,justwatch.com,19
duhamel josh,450000,0.03999999910593033,0,54,competitor,justwatch.com,39
el indomable will hunting,450000,1.2300000190734863,0,26,competitor,justwatch.com,47
elio,450000,0.6899999976158142,0.009999999776482582,50,competitor,justwatch.com,58
film brad pitt,450000,0.09000000357627869,0,50,competitor,justwatch.com,61
film leonardo dicaprio,450000,0.3799999952316284,0,47,competitor,justwatch.com,50
film site free,450000,2.319999933242798,0.029999999329447746,47,competitor,justwatch.com,82
filmography leonardo dicaprio,450000,0.3799999952316284,0,26,competitor,justwatch.com,33
films leonardo dicaprio,450000,0.3799999952316284,0,30,competitor,justwatch.com,50
free film sites,450000,2.319999933242798,0.029999999329447746,10,competitor,justwatch.com,74
free film websites,450000,2.319999933242798,0.029999999329447746,4,competitor,justwatch.com,77
free films site,450000,2.319999933242798,0.029999999329447746,17,competitor,justwatch.com,74
free movie web,450000,2.319999933242798,0.029999999329447746,10,competitor,justwatch.com,40
free movie website,450000,2.319999933242798,0.029999999329447746,13,competitor,justwatch.com,19
free movie websites,450000,2.319999933242798,0.029999999329447746,8,competitor,justwatch.com,42
free movies web,450000,2.319999933242798,0.029999999329447746,6,competitor,justwatch.com,88
free movies website,450000,2.319999933242798,0.029999999329447746,13,competitor,justwatch.com,36
free movies websites,450000,2.319999933242798,0.029999999329447746,14,competitor,justwatch.com,29
free movies websites for free,450000,2.319999933242798,0.029999999329447746,7,competitor,justwatch.com,39
freefilm sites,450000,2.319999933242798,0.029999999329447746,8,competitor,justwatch.com,73
friday,450000,3.069999933242798,0.019999999552965164,53,competitor,justwatch.com,30
good fellas movie,450000,0.4300000071525574,0,21,competitor,justwatch.com,45
good fellow movie,450000,0.4300000071525574,0,36,competitor,justwatch.com,44
good hunting movie,450000,1.2300000190734863,0,35,competitor,justwatch.com,33
good hunting will,450000,1.2300000190734863,0,46,competitor,justwatch.com,47
good will hunting,450000,1.2300000190734863,0,20,competitor,justwatch.com,25
goodfella movie,450000,0.4300000071525574,0,44,competitor,justwatch.com,40
goodfellas film,450000,0.4300000071525574,0,40,competitor,justwatch.com,48
goodfellas films,450000,0.4300000071525574,0,27,competitor,justwatch.com,35
goodfellas movie,450000,0.4300000071525574,0,39,competitor,justwatch.com,44
ground hogs day movie,450000,0.3100000023841858,0,34,competitor,justwatch.com,34
groundhog's day the movie,450000,0.3100000023841858,0,62,competitor,justwatch.com,43
halloween movie,450000,0.8999999761581421,0,42,competitor,justwatch.com,55
harry potter movies,450000,1.9900000095367432,0.009999999776482582,35,competitor,justwatch.com,36
hbo max streaming,450000,0.6899999976158142,0,18,competitor,justwatch.com,46
hellcats,450000,0.75,0.7599999904632568,53,competitor,justwatch.com,27
hunting good will,450000,0.5400000214576721,0,24,competitor,justwatch.com,32
jack,450000,0.25999999046325684,0.07999999821186066,45,competitor,justwatch.com,47
kevin james,450000,1.5799999237060547,0,32,competitor,justwatch.com,47
king of the hill serie,450000,4.079999923706055,0,41,competitor,justwatch.com,30
law & order special victims,450000,5.139999866485596,0.009999999776482582,23,competitor,justwatch.com,34
law and order svu,450000,5.139999866485596,0.009999999776482582,32,competitor,justwatch.com,44
leap ballerina movie,450000,0.7099999785423279,0.019999999552965164,50,competitor,justwatch.com,21
leonardo dicaprio filmography,450000,0.3799999952316284,0,31,competitor,justwatch.com,20
leonardo dicaprio movie,450000,0.3799999952316284,0,36,competitor,justwatch.com,51
leonardo dicaprio movies,450000,0.3799999952316284,0,27,competitor,justwatch.com,28
luck,450000,0.46000000834465027,0.029999999329447746,63,competitor,justwatch.com,46
malcolm serie,450000,4.75,0,63,competitor,justwatch.com,27
malcolm series,450000,4.75,0,54,competitor,justwatch.com,33
malcolminthemiddle,450000,4.75,0,38,competitor,justwatch.com,32
marco,450000,0.23999999463558197,0.14000000059604645,67,competitor,justwatch.com,53
men,450000,2.0899999141693115,0.009999999776482582,52,competitor,justwatch.com,34
movie 28 weeks later,450000,1.6299999952316284,0,62,competitor,justwatch.com,41
movie back to the future,450000,4.529999732971191,0.019999999552965164,66,competitor,justwatch.com,56
movie free website,450000,2.319999933242798,0.029999999329447746,7,competitor,justwatch.com,50
movie free websites,450000,2.319999933242798,0.029999999329447746,3,competitor,justwatch.com,72
movie gladiator,450000,2.0799999237060547,0.6600000262260437,41,competitor,justwatch.com,36
movie groundhog day,450000,0.3100000023841858,0,33,competitor,justwatch.com,34
movie iron man,450000,0.14000000059604645,0.17000000178813934,90,competitor,justwatch.com,37
movie leonardo dicaprio,450000,0.3799999952316284,0,36,competitor,justwatch.com,63
movie site free,450000,2.319999933242798,0.029999999329447746,18,competitor,justwatch.com,44
movie sites for free,450000,2.319999933242798,0.029999999329447746,10,competitor,justwatch.com,42
movie sites for free movies,450000,2.319999933242798,0.029999999329447746,17,competitor,justwatch.com,50
movie sites free,450000,2.319999933242798,0.029999999329447746,18,competitor,justwatch.com,26
movie sites free movies,450000,2.319999933242798,0.029999999329447746,13,competitor,justwatch.com,55
movie troll,450000,0.25,0.20000000298023224,46,competitor,justwatch.com,26
movie website free,450000,2.319999933242798,0.029999999329447746,6,competitor,justwatch.com,50
movie websites free,450000,2.319999933242798,0.029999999329447746,9,competitor,justwatch.com,41
movies free web,450000,2.319999933242798,0.029999999329447746,6,competitor,justwatch.com,82
movies free website,450000,2.319999933242798,0.029999999329447746,5,competitor,justwatch.com,89
movies leonardo dicaprio,450000,0.3799999952316284,0,41,competitor,justwatch.com,24
movies monster inc,450000,0.10999999940395355,0.23999999463558197,62,competitor,justwatch.com,32
movies monsters inc,450000,0.10999999940395355,0.23999999463558197,73,competitor,justwatch.com,32
movies tk.watch,450000,1.0499999523162842,0.07000000029802322,10,competitor,justwatch.com,53
movies to watch,450000,1.0499999523162842,0.07000000029802322,32,competitor,justwatch.com,33
movies watch to,450000,1.0499999523162842,0.07000000029802322,8,competitor,justwatch.com,99
movies website free,450000,2.319999933242798,0.029999999329447746,17,competitor,justwatch.com,78
movies websites free,450000,2.319999933242798,0.029999999329447746,8,competitor,justwatch.com,82
movies with denzel washington,450000,0.05000000074505806,0.009999999776482582,49,competitor,justwatch.com,28
ncis,450000,1.0099999904632568,0,43,competitor,justwatch.com,49
ocean's,450000,4,0,46,competitor,justwatch.com,31
once.upon a time in hollywood,450000,0.3199999928474426,0,24,competitor,justwatch.com,45
padre game,450000,0.8999999761581421,0.25999999046325684,81,competitor,justwatch.com,35
padres game,450000,0.8999999761581421,0.25999999046325684,51,competitor,justwatch.com,32
padres games,450000,0.8999999761581421,0.25999999046325684,61,competitor,justwatch.com,28
peacock premium subscription,450000,3.5999999046325684,0,35,competitor,justwatch.com,47
pirate of the caribbean,450000,2.4000000953674316,0,43,competitor,justwatch.com,72
pirates of the caribbean,450000,2.4000000953674316,0,60,competitor,justwatch.com,69
plex,450000,3.4100000858306885,0,31,competitor,justwatch.com,92
power,450000,9.65999984741211,0.029999999329447746,64,competitor,justwatch.com,62
powers,450000,9.65999984741211,0.029999999329447746,38,competitor,justwatch.com,37
prime video streaming,450000,0.2800000011920929,0,10,competitor,justwatch.com,91
rockwell sam,450000,,0,51,competitor,justwatch.com,29
roofman,450000,0.07000000029802322,0.019999999552965164,60,competitor,justwatch.com,25
sam rockwell,450000,,0,46,competitor,justwatch.com,23
scarface,450000,0.44999998807907104,0,39,competitor,justwatch.com,40
series vampire diaries,450000,4.699999809265137,0.009999999776482582,44,competitor,justwatch.com,50
seth ro,450000,3.009999990463257,0,113,competitor,justwatch.com,45
smiling friend,450000,1.350000023841858,0,41,competitor,justwatch.com,28
smiling friends,450000,1.350000023841858,0,45,competitor,justwatch.com,36
sons of anarchy serie,450000,1.0700000524520874,0,41,competitor,justwatch.com,37
streaming prime video,450000,0.2800000011920929,0,11,competitor,justwatch.com,89
superbad movie,450000,6.980000019073486,0,38,competitor,justwatch.com,48
svu law and order,450000,5.139999866485596,0.009999999776482582,27,competitor,justwatch.com,40
the back to the future,450000,4.529999732971191,0.019999999552965164,74,competitor,justwatch.com,69
the knight of the seven kingdoms,450000,0.6700000166893005,0.03999999910593033,55,competitor,justwatch.com,35
the last of us season 2,450000,1.100000023841858,0.009999999776482582,31,competitor,justwatch.com,21
the movie back to the future,450000,4.529999732971191,0.019999999552965164,50,competitor,justwatch.com,55
the pirates and the caribbean,450000,2.4000000953674316,0,60,competitor,justwatch.com,72
the residence,450000,1.0499999523162842,0.009999999776482582,44,competitor,justwatch.com,49
the rookie movie cast,450000,0.009999999776482582,0,60,competitor,justwatch.com,10
the shining,450000,0.3400000035762787,0,34,competitor,justwatch.com,57
to watch film,450000,1.0499999523162842,0.07000000029802322,11,competitor,justwatch.com,100
tombstone,450000,1.100000023841858,0.10000000149011612,26,competitor,justwatch.com,56
toys the toy,450000,0.5099999904632568,0.9100000262260437,51,competitor,justwatch.com,25
tracks,450000,1.399999976158142,0.019999999552965164,73,competitor,justwatch.com,41
tubi streaming service,450000,1.4600000381469727,0,18,competitor,justwatch.com,54
u.s,450000,1.309999942779541,0.009999999776482582,45,competitor,justwatch.com,100
upstarts,450000,3.4600000381469727,0.6700000166893005,30,competitor,justwatch.com,37
vampire and diaries,450000,4.699999809265137,0.009999999776482582,42,competitor,justwatch.com,50
vampire diaries serie,450000,4.699999809265137,0.009999999776482582,42,competitor,justwatch.com,50
vampire diary,450000,4.699999809265137,0.009999999776482582,30,competitor,justwatch.com,50
vix,450000,0.2800000011920929,0.05000000074505806,55,competitor,justwatch.com,66
warfare movie,450000,0.75,0,57,competitor,justwatch.com,46
weeks later 28,450000,1.6299999952316284,0,32,competitor,justwatch.com,41
white chick movie,450000,1.0399999618530273,0,79,competitor,justwatch.com,42
white chicks,450000,1.0399999618530273,0,40,competitor,justwatch.com,33
will poulter,450000,,0,39,competitor,justwatch.com,41
will poulter actor,450000,,0,46,competitor,justwatch.com,31
wizard of oz the wizard,450000,4.110000133514404,0.07999999821186066,49,competitor,justwatch.com,51
